-3.141592653589793116e+00,-3.141592653589793116e+00,3.141592653589793116e+00,3.141592653589793116e+00
-3.141592653589793116e+00,-3.013364382014699583e+00,3.050952655117716628e+00,3.232232652061869604e+00
-3.141592653589793116e+00,-2.885136110439606050e+00,2.960499685182899299e+00,3.322685621996686933e+00
-3.141592653589793116e+00,-2.756907838864512517e+00,2.870423466219528041e+00,3.412761840960058191e+00
-3.141592653589793116e+00,-2.628679567289418983e+00,2.780919146008077103e+00,3.502266161171509129e+00
-3.141592653589793116e+00,-2.500451295714325006e+00,2.692190101619668763e+00,3.590995205559917469e+00
-3.141592653589793116e+00,-2.372223024139231473e+00,2.604450845059082198e+00,3.678734462120504034e+00
-3.141592653589793116e+00,-2.243994752564137940e+00,2.517930049864725905e+00,3.765255257314860327e+00
-3.141592653589793116e+00,-2.115766480989044407e+00,2.432873702069349164e+00,3.850311605110237068e+00
-3.141592653589793116e+00,-1.987538209413950874e+00,2.349548354761125779e+00,3.933636952418460453e+00
-3.141592653589793116e+00,-1.859309937838857341e+00,2.268244429888444991e+00,4.014940877291141241e+00
-3.141592653589793116e+00,-1.731081666263763585e+00,2.189279460195555860e+00,4.093905846984030816e+00
-3.141592653589793116e+00,-1.602853394688670052e+00,2.113001094349289399e+00,4.170184212830296389e+00
-3.141592653589793116e+00,-1.474625123113576519e+00,2.039789596301137209e+00,4.243395710878449023e+00
-3.141592653589793116e+00,-1.346396851538482764e+00,1.970059455263549975e+00,4.313125851916035813e+00
-3.141592653589793116e+00,-1.218168579963389231e+00,1.904259590656662171e+00,4.378925716522924283e+00
-3.141592653589793116e+00,-1.089940308388295698e+00,1.842871502496459701e+00,4.440313804683126975e+00
-3.141592653589793116e+00,-9.617120368132021646e-01,1.786404612879242348e+00,4.496780694300343661e+00
-3.141592653589793116e+00,-8.334837652381086315e-01,1.735388018860992476e+00,4.547797288318593978e+00
-3.141592653589793116e+00,-7.052554936630150983e-01,1.690357999637465580e+00,4.592827307542120430e+00
-3.141592653589793116e+00,-5.770272220879215652e-01,1.651840965233957625e+00,4.631344341945628607e+00
-3.141592653589793116e+00,-4.487989505128275880e-01,1.620332148839070729e+00,4.662853158340515947e+00
-3.141592653589793116e+00,-3.205706789377340549e-01,1.596271208604144842e+00,4.686914098575440946e+00
-3.141592653589793116e+00,-1.923424073626405217e-01,1.580016878951853609e+00,4.703168428227732178e+00
